Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,TitleWordCount
Baby Girl: Better Known as Aaliyah,Kathy Iandoli,Simon and Schuster,2021-08-17,9781982156862,320,Biography & Autobiography,1.0,1,en,6
Charlotte's Web,E. B. White,HarperCollins,2015-03-17,9780062406781,196,Juvenile Fiction,4.5,13,en,2
The Beatles,Hunter Davies,W. W. Norton & Company,1996-01-01,9780393315714,548,Biography & Autobiography,5.0,6,en,2
Mere Christianity,C. S. Lewis,Zondervan,2001-03-06,9780060652883,260,Religion,5.0,1,en,2
Interpretive Biography,Norman K. Denzin,SAGE,,9780803933590,112,Social Science,5.0,1,en,2
I Know Why the Caged Bird Sings,Maya Angelou,Random House,2010-07-21,9780307477729,289,Biography & Autobiography,5.0,2,en,7
Building Zaha: The Story of Architect Zaha Hadid,Victoria Tentler-Krylov,Scholastic Inc.,2020-12-01,9781338674897,48,Juvenile Nonfiction,5.0,1,en,8
The Storyteller,Dave Grohl,HarperCollins,2021-10-05,9780063076112,431,Music,5.0,1,en,2
Idiot,Laura Clery,Simon and Schuster,2019-09-24,9781982101961,256,Humor,5.0,2,en,1
Shakey: Neil Young's Biography,Jimmy McDonough,Anchor,2003-05-13,9780679750963,822,Biography & Autobiography,4.0,4,en,4
Lessons from the Edge,Marie Yovanovitch,HarperCollins,2022-03-15,9780358457596,623,Biography & Autobiography,5.0,1,en,4
My Survival: A Girl on Schindler's List,"Joshua M. Greene, Rena Finder",Scholastic Inc.,2019-12-26,9781338593808,85,Juvenile Nonfiction,5.0,1,en,7
The Glass Castle,Jeannette Walls,Simon and Schuster,2007-01-02,9781416544661,370,Biography & Autobiography,4.5,10,en,3
Soul Surfer,Bethany Hamilton,Simon and Schuster,2012-12-25,9781471109508,218,Biography & Autobiography,5.0,1,en,2
Playing with Myself,Randy Rainbow,St. Martin's Press,2022-04-19,9781250276261,248,Biography & Autobiography,5.0,2,en,3
Out of the Corner,Jennifer Grey,Ballantine Books,2022-05-03,9780593356715,353,Biography & Autobiography,5.0,1,en,4
The Test of My Life,Yuvraj Singh,Random House India,2013-03-19,9788184004014,186,Biography & Autobiography,4.5,7,en,5
I am Rosa Parks,Brad Meltzer,Penguin,2014-06-17,9780803740853,41,Juvenile Nonfiction,5.0,1,en,4
Child of the Dream: A Memoir of 1963,Sharon Robinson,Scholastic Inc.,2019-09-03,9781338282825,214,Juvenile Nonfiction,5.0,1,en,8
Through My Eyes: Ruby Bridges,Ruby Bridges,Scholastic Inc.,2017-03-28,9780545708036,68,Juvenile Nonfiction,5.0,2,en,5
John Adams,David McCullough,Simon and Schuster,2001-01-01,9781416575887,18,Biography & Autobiography,4.0,21,en,2
Things I Should Have Said,Jamie Lynn Spears,Hachette UK,2022-01-18,9781546001003,210,Biography & Autobiography,1.0,2,en,5
Thomas Jefferson: The Art of Power,Jon Meacham,Random House,2012-11-13,9780679645368,833,Biography & Autobiography,5.0,3,en,6
Comedy Comedy Comedy Drama,Bob Odenkirk,Random House,2022-03-01,9780399180521,305,Biography & Autobiography,4.0,1,en,4
Contract with America,"Newt Gingrich, Richard K. Armey",Three Rivers Press,1994-01-01,9780812925869,212,Political Science,5.0,1,en,3
Who Was Dr. Seuss?,"Janet B. Pascal, Who HQ",Penguin,2011-07-07,9781101535431,114,Juvenile Nonfiction,3.5,5,en,4
To Shake the Sleeping Self,Jedidiah Jenkins,Convergent Books,2018-10-02,9781524761394,354,Biography & Autobiography,5.0,1,en,5
A Song for You,Robyn Crawford,Penguin,2019-11-12,9781524742867,336,Biography & Autobiography,5.0,2,en,4
The Bradbury Chronicles,Sam Weller,Harper Collins,2013-09-17,9780062245069,438,Biography & Autobiography,3.0,1,en,3
The Mitford Girls,Mary S. Lovell,Time Warner Books UK,2002-01-01,9780349115054,611,Aristocracy (Social class),5.0,1,en,3
The Rise of Theodore Roosevelt,Edmund Morris,Random House Trade Paperbacks,2001-11-20,9780375756788,962,Biography & Autobiography,4.5,5,en,5
Complete Maus,Art Spiegelman,Penguin Books Limited,2003-01-01,9780141014081,296,Children of Holocaust survivors,4.0,1,en,2
Killing Reagan,"Bill O'Reilly, Martin Dugard",Macmillan,2015-09-22,9781627792417,320,Biography & Autobiography,5.0,1,en,2
Wesley the Owl,Stacey O'Brien,Simon and Schuster,2008-08-19,9781416551737,243,Biography & Autobiography,5.0,3,en,3
Jonas Salk,Charlotte DeCroes Jacobs,Oxford University Press,2015-04-21,9780199334438,588,Medical,4.0,1,en,2
The Man Who Knew,Sebastian Mallaby,Bloomsbury Publishing,2016-10-20,9781408855799,833,Biography & Autobiography,3.0,2,en,4
History Is All You Left Me,Adam Silvera,Soho Press,2017-01-17,9781616956936,305,Young Adult Fiction,4.0,1,en,6
Science-Mart,Philip Mirowski,Harvard University Press,2011-04-29,9780674061132,463,Business & Economics,5.0,1,en,1
The Ancestor's Tale,Richard Dawkins,Houghton Mifflin Harcourt,2004-01-01,9780618619160,696,Science,3.5,34,en,3
Pale Blue Dot,"Carl Sagan, Ann Druyan",Ballantine Books,2011-07-06,9780307801012,386,Science,5.0,1,en,3
Enough Already,Valerie Bertinelli,HarperCollins,2022-01-18,9780358567325,292,Biography & Autobiography,5.0,1,en,2
The Giving Tree,Shel Silverstein,Harper Collins,2014-02-18,9780061965104,32,Juvenile Fiction,5.0,11,en,3
Little Legends: Exceptional Men in Black History,Vashti Harrison,"Little, Brown Books for Young Readers",2019-11-19,9780316475167,99,Juvenile Nonfiction,5.0,2,en,7
The Color Purple,Alice Walker,Open Road Media,2011-09-20,9781453223970,299,Fiction,4.5,21,en,3
Who Was King Tut?,"Roberta Edwards, Who HQ",Penguin,2006-03-02,9780448443607,114,Juvenile Nonfiction,3.0,4,en,4
The Rural Diaries,Hilarie Burton,HarperCollins,2020-05-05,9780062862723,277,Biography & Autobiography,5.0,1,en,3
Wings of Fire,"Avul Pakir Jainulabdeen Abdul Kalam, Arun Tiwari",Universities Press,1999-01-01,9788173711466,228,Biography & Autobiography,4.5,182,en,3
At Home in Mitford,Jan Karon,Penguin,1996-02-01,9780140254488,468,Fiction,4.0,3,en,4
Exploring Children's Literature,"Nikki Gamble, Sally Yates",SAGE,2002-11-04,9780761940463,204,Education,5.0,1,en,3
The Phoenix Project,"Gene Kim, Kevin Behr, George Spafford",IT Revolution,2018-02-06,9781942788300,580,Business & Economics,4.5,2,en,3
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies","Erik Brynjolfsson, Andrew McAfee",W. W. Norton & Company,2014-01-20,9780393239355,320,Business & Economics,4.0,2,en,14
"Science, Policy, and the Value-Free Ideal",Heather E. Douglas,University of Pittsburgh Pre,2009-07-15,9780822973577,227,Philosophy,5.0,1,en,6
Can't Hurt Me,David Goggins,David Goggins,2021-03-03,9781544512266,386,Health & Fitness,4.0,3,en,3
Nikola Tesla,Sean Patrick,Oculus Publishers,2013-03-18,9781938895173,50,Self-Help,3.0,17,en,2
Fahrenheit 451,Ray Bradbury,Simon and Schuster,2003-09-23,9780743247221,217,Fiction,4.0,71,en,2
The Return of Sherlock Holmes,Arthur Conan Doyle,Wordsworth Editions,1993-01-01,9781853260582,324,Detective and mystery stories,5.0,5,en,5
The Highland Falcon Thief: Adventures on Trains #1,"M. G. Leonard, Sam Sedgman",Feiwel & Friends,2020-07-28,9781250222909,256,Juvenile Fiction,5.0,2,en,8
Danger at Dead Man's Pass,"M. G. Leonard, Sam Sedgman",Macmillan Children's Books,2021-09-28,9781760988692,251,Juvenile Fiction,5.0,1,en,5
The Pillars of the Earth,Ken Follett,Penguin,2010-06-29,9781101442197,1009,Fiction,5.0,1,en,5
Charlotte's Web (full color),E. B. White,Harper Collins,2001-10-02,9780064410939,196,Juvenile Fiction,4.0,3,en,4
Lenin,Robert Service,Pan Macmillan,2011-02-21,9780330476331,632,Biography & Autobiography,1.0,1,en,1
Elon Musk,Ashlee Vance,Random House,2016-03-10,9780753555644,402,Biographies,4.5,3,en,2
Killing Kennedy,"Bill O'Reilly, Martin Dugard",Henry Holt and Company,2012-10-02,9780805096675,338,History,3.0,141,en,2
Logics of History,William H. Sewell Jr.,University of Chicago Press,2009-07-27,9780226749198,425,Social Science,4.5,2,en,3
The Electric State,Simon Stålenhag,Simon and Schuster,2018-09-25,9781501181436,144,Fiction,5.0,2,en,3
A King's Book of Kings,Stuart Cary Welch,Metropolitan Museum of Art,1972-01-01,9780870990281,201,"Art, Iranian",5.0,1,en,5
All Rights Reserved,Gregory Scott Katsoulis,Harlequin,2017-08-29,9781488015472,259,Young Adult Fiction,4.0,1,en,3
The Art of Fiction,John Gardner,Vintage,2010-08-18,9780307756718,242,Language Arts & Disciplines,4.0,1,en,4
Normal People,Sally Rooney,Crown,2019-04-16,9781984822192,305,Fiction,3.0,2,en,2
Yellow Wife,Sadeqa Johnson,Simon and Schuster,2021-01-12,9781982149123,288,Fiction,5.0,1,en,2
Slewfoot,Brom,Tor Nightfire,2021-09-14,9781250621986,400,Fiction,5.0,1,en,1
Dream Town,David Baldacci,Grand Central Publishing,2022-04-19,9781538719787,488,Fiction,1.0,1,en,2
Outlander,Diana Gabaldon,Dell,2004-10-26,9780440335160,560,Fiction,4.5,67,en,1
The Missing Piece,John Lescroart,Simon and Schuster,2022-03-29,9781982170516,384,Fiction,5.0,1,en,3
Greenwich Park,Katherine Faulkner,Simon and Schuster,2022-01-25,9781982150334,480,Fiction,5.0,4,en,2
Address Unknown,Kathrine Kressmann Taylor,Simon and Schuster,2011-04-19,9781451655896,68,Fiction,2.5,2,en,2
Our Country Friends,Gary Shteyngart,Random House,2021-11-02,9781984855138,337,Fiction,1.0,1,en,3
Love Story,Karen Kingsbury,Pocket Books,2019-07-30,9781982122300,448,Fiction,5.0,1,en,2
The Vintner's Luck,Elizabeth Knox,Macmillan,2000-08-05,9780312264109,292,Fiction,5.0,1,en,3
Definitely Dead,Charlaine Harris,Hachette UK,2009-07-30,9780575094925,225,Fiction,5.0,1,en,2
Fan Fiction,Brent Spiner,St. Martin's Press,2021-10-12,9781250274373,199,Fiction,2.0,1,en,2
Marque and Reprisal,Elizabeth Moon,Del Rey,2005-08-30,9780345447593,402,Fiction,4.0,3,en,3
Brother in the Land,Robert Swindells,Penguin UK,1994-12-01,9780141928852,179,Juvenile Fiction,5.0,1,en,4
The White Princess,Philippa Gregory,Simon and Schuster,2013-07-23,9781451626155,544,Fiction,5.0,1,en,3
The Dating Dare,Jayci Lee,St. Martin's Griffin,2021-08-03,9781250621139,250,Fiction,4.0,3,en,3
Attachments,Rainbow Rowell,Penguin,2011-04-14,9781101476345,336,Fiction,5.0,1,en,1
The Bone Clocks,David Mitchell,Random House,2014-09-02,9780812994735,642,Fiction,2.5,2,en,3
A Patriot's History of the United States,"Larry Schweikart, Michael Patrick Allen",Penguin,2004-12-29,9781101217788,1373,History,4.0,4,en,7
National Geographic Kids,National Geographic Kids,National Geographic Kids,2020-01-01,9781426336713,356,"Almanacs, American",5.0,1,en,3
Killing the Rising Sun,"Bill O'Reilly, Martin Dugard",Henry Holt and Company,2016-09-13,9781627790635,337,History,5.0,1,en,4
The Jungle Grows Back,Robert Kagan,Vintage,2018-09-18,9780525521662,193,History,5.0,1,en,4
Technology as Experience,"John McCarthy, Peter Wright",MIT Press,2007-08-24,9780262250733,225,Computers,3.0,3,en,3
Advanced Industrial Control Technology,Peng Zhang,William Andrew,2010-08-26,9781437778083,866,Science,5.0,1,en,4
Philosophy of Technology,Frederick Ferré,University of Georgia Press,1995-01-01,9780820317618,169,Philosophy,2.0,1,en,3
Some Assembly Required,Neil Shubin,Vintage,2020-03-17,9781101871348,289,Science,4.0,1,en,3
Guide to HIPAA Security and the Law,Stephen S. Wu,American Bar Association,2007-01-01,9781590317488,348,Law,4.0,1,en,7
Swipe to Unlock,"Neel Mehta, Parth Detroja, Aditya Agashe",Createspace Independent Publishing Platform,2017-01-01,9781976182198,349,Computer science,5.0,1,en,3
Science of Science and Reflexivity,Pierre Bourdieu,Polity,2004-01-01,9780745630601,144,Science,5.0,1,en,5
The Health Effects of Cannabis and Cannabinoids,"National Academies of Sciences, Engineering, and Medicine, Health and Medicine Division, Board on Population Health and Public Health Practice, Committee on the Health Effects of Marijuana: An Evidence Review and Research Agenda",National Academies Press,2017-03-31,9780309453073,487,Science,5.0,2,en,7
From Natural Philosophy to the Sciences,David Cahan,University of Chicago Press,2003-09-15,9780226089287,469,History,3.0,1,en,6
The Touch of Healing,"Alice Burmeister, Tom Monte",Bantam,2013-07-03,9780804149785,197,Health & Fitness,5.0,1,en,4
How to Write what You Want and Sell what You Write,Skip Press,Career PressInc,1995-01-01,9781564141521,223,Reference,4.0,1,en,11
Who Moved My Cheese?,Spencer Johnson,Penguin,1998-09-08,9781101495872,62,Business & Economics,4.5,15,en,4
The Untethered Soul,Michael A. Singer,New Harbinger  Publications,2007-10-03,9781608820498,198,Self-Help,5.0,6,en,3
Phantoms in the Brain,V. S. Ramachandran,Harper Collins,1999-08-18,9780688172176,353,Medical,4.0,1,en,4
What Your Childhood Memories Say about You . . . and What You Can Do about It,Kevin Leman,"Tyndale House Publishers, Inc.",2012-04-23,9781414329598,228,Religion,5.0,1,en,17
The Self-Esteem Workbook,Glenn R. Schiraldi,New Harbinger  Publications,2016-11-01,9781626255951,240,Self-Help,4.5,2,en,3
The Meaning of Happiness,Alan Watts,New World Library,2018-07-17,9781608685400,282,Philosophy,1.0,1,en,4
Furiously Happy,Jenny Lawson,Picador,2015-10-01,9781743540251,315,Biography & Autobiography,2.0,1,en,2
The Varieties of Scientific Experience,Carl Sagan,Penguin,2006-11-02,9781101201831,316,Science,5.0,2,en,5
The Universe in a Single Atom,Dalai Lama,Harmony,2006-09-12,9780767920810,226,Religion,4.0,6,en,6
The Science of Marvel,Sebastian Alvarado,Simon and Schuster,2019-04-09,9781507209998,240,Science,4.0,1,en,4
The King of Sting,Coyote Peterson,"Little, Brown Books for Young Readers",2018-11-27,9780316423144,211,Juvenile Nonfiction,5.0,1,en,4
Trojan Odyssey,Clive Cussler,Penguin,2004-11-30,9781101204771,612,Fiction,3.5,4,en,2
The Collector of Treasures,Bessie Head,Heinemann,1992-01-01,9780435909819,132,Fiction,5.0,1,en,4
The Crystal Shard,R.A. Salvatore,Wizards of the Coast,2009-06-23,9780786954049,359,Fiction,5.0,1,en,3
Clear and Present Danger,Tom Clancy,Penguin,1990-07-01,9781101002568,978,Fiction,4.0,5,en,4
The Borowitz Report,Andy Borowitz,Simon and Schuster,2010-05-11,9781439129494,116,Humor,5.0,1,en,3
A People's History of Science,Clifford Conner,Bold Type Books,2005-11-08,9781560257486,572,Science,4.0,4,en,5
The Fire Never Goes Out,ND Stevenson,HarperCollins,2020-03-03,9780062278289,212,Young Adult Nonfiction,4.0,1,en,5
Prebiotics and Probiotics Science and Technology,"Dimitris Charalampopoulos, Robert A. Rastall",Springer Science & Business Media,2009-08-12,9780387790572,1273,Health & Fitness,5.0,1,en,6
Words of Radiance,Brandon Sanderson,Tor Books,2014-03-04,9781429949620,1209,Fiction,5.0,3,en,3
Graceling,Kristin Cashore,Houghton Mifflin Harcourt,2008-01-01,9780152063962,492,Juvenile Fiction,4.5,48,en,1
The Right Side of History,Ben Shapiro,HarperCollins,2019-03-19,9780062857927,263,Social Science,3.0,3,en,5
How to Write the History of the New World,Jorge Cañizares-Esguerra,Stanford University Press,2001-01-01,9780804746939,490,History,1.0,1,en,9
Bee Gees,"Barry Gibb, Robin Gibb, David Leaf, Maurice Gibb",Conran Octopus,1979-01-01,9780706410914,160,Musicians,5.0,1,en,2
Who Was King Tut?,"Roberta Edwards, Who HQ",Penguin,2006-03-02,9781101099636,114,Juvenile Nonfiction,5.0,2,en,4
I am Rosa Parks,Brad Meltzer,Penguin,2014-06-17,9780698164772,25,Juvenile Nonfiction,5.0,1,en,4
Sisters: A Graphic Novel,Raina Telgemeier,Scholastic Inc.,2014-08-26,9780545540667,211,Juvenile Nonfiction,4.0,47,en,4
The Lottery,Shirley Jackson,The Creative Company,2008-01-01,9781583415849,32,Juvenile Nonfiction,4.0,9,en,2
Pro Git,"Scott Chacon, Ben Straub",Apress,2014-11-18,9781484200766,441,Computers,4.0,3,en,2
Life's Too Short,Abby Jimenez,Forever,2021-04-06,9781538715680,384,Fiction,5.0,1,en,3
She's Come Undone,Wally Lamb,Simon and Schuster,2012-12-11,9781471105340,517,Fiction,5.0,1,en,3
"Medusa ""Through the Eyes of the Gorgon""",Skevi Philippou,Lulu.com,2018-01-03,9781387486670,241,Fiction,5.0,4,en,7
Wish You Were Here,Jodi Picoult,Ballantine Books,2021-11-30,9781984818423,388,Fiction,3.0,1,en,4
Gone with the Wind,Margaret Mitchell,Simon and Schuster,2008-05-20,9781416548942,1476,Fiction,4.5,9,en,4
Harry Potter and the Sorcerer's Stone,J. K. Rowling,Arthur A. Levine Books,2008-01-01,9780545069670,309,Juvenile Fiction,5.0,2,en,6
The Demon-Haunted World,Carl Sagan,Ballantine Books,2011-07-06,9780307801043,474,Science,5.0,1,en,3
Digital Minimalism,Cal Newport,Penguin,2019-02-05,9780525536543,306,Self-Help,3.0,1,en,2
Flora & Ulysses,Kate DiCamillo,Candlewick Press,2013-09-24,9780763660406,241,Juvenile Fiction,4.5,4,en,3
Journey,Aaron Becker,Candlewick Press,2013-08-06,9780763660536,41,Juvenile Fiction,3.5,3,en,1
Hush-Hush,Stuart Woods,Penguin,2020-12-29,9780593188354,338,Fiction,4.0,1,en,1
Technology and the Character of Contemporary Life,Albert Borgmann,University of Chicago Press,1984-01-01,9780226066295,310,Philosophy,3.0,1,en,7
Monday's Not Coming,Tiffany D. Jackson,HarperCollins,2018-05-22,9780062422699,351,Young Adult Fiction,5.0,4,en,3
Crush It!,Gary Vaynerchuk,Harper Collins,2009-10-13,9780061959332,162,Business & Economics,4.5,10,en,2
Out of Hiding: A Holocaust Survivor’s Journey to America (With a Foreword by Alan Gratz),Ruth Gruener,Scholastic Inc.,2020-10-20,9781338627473,136,Juvenile Nonfiction,5.0,3,en,15
When Bad Things Happen to Good People,Harold S. Kushner,Pan,2002-06-02,9781743293058,137,Self-Help,5.0,1,en,7
Goat,"Jeff Koons, Howard L. Bingham, Benedikt Taschen",Taschen America Llc,2004-01-01,9783822816271,788,Biography & Autobiography,4.0,1,en,1
The Road Trip,Beth O'Leary,Penguin,2021-06-01,9780593335031,400,Fiction,5.0,2,en,3
In Cold Blood,Truman Capote,Modern Library,2013-02-19,9780812994384,417,True Crime,4.0,1,en,3
The World According to Garp,John Irving,"Random House Digital, Inc.",1978-01-01,9780345418012,530,Fiction,5.0,1,en,5
This Is Where I Leave You,Jonathan Tropper,Hachette UK,2010-01-21,9781409107057,395,Fiction,5.0,1,en,6
Adventures in Human Being,Gavin Francis,Profile Books,2015-04-30,9781782831044,284,Science,3.0,1,en,4
Primitive Technology,John Plant,Clarkson Potter,2019-10-29,9781984823670,194,Sports & Recreation,3.0,2,en,2
The Chase,Clive Cussler,Penguin,2007-01-01,9780399154386,422,Fiction,4.0,17,en,2
The Mote in God's Eye,"Larry Niven, Jerry Pournelle",Simon and Schuster,1974-01-01,9780671741921,596,Fiction,4.5,16,en,5
Desire and Domestic Fiction,Nancy Armstrong,Oxford University Press,1987-05-07,9780195041798,318,Language Arts & Disciplines,5.0,1,en,4
Sense and Syllogism: Logic in Life,Aparna Tulpule,White Falcon Publishing,2019-05-15,9789389085273,210,Philosophy,4.0,18,en,6
Of Women and Salt,Gabriela Garcia,Flatiron Books,2021-03-30,9781250776693,224,Fiction,4.0,1,en,4
A Northern Light,Jennifer Donnelly,Houghton Mifflin Harcourt,2003-01-01,9780152053109,414,Juvenile Fiction,4.5,19,en,3
Between the Bridge and the River,Craig Ferguson,Chronicle Books,2006-03-23,9780811853750,354,Fiction,4.5,4,en,6
Science as Social Knowledge,Helen E. Longino,Princeton University Press,1990-02-21,9780691020518,278,Philosophy,3.0,2,en,4
The Fabric of the Cosmos,Brian Greene,Vintage,2007-12-18,9780307428530,594,Science,4.5,14,en,5
Genome,Matt Ridley,Harper Collins,2013-03-26,9780062253460,370,Science,4.0,1,en,1
The Better Angels of Our Nature,Steven Pinker,Penguin Books,2012-09-25,9780143122012,834,Psychology,5.0,1,en,6
The Invisible Life of Addie LaRue,V. E. Schwab,Tor Books,2020-10-06,9780765387585,484,Fiction,5.0,4,en,6
Routledge Handbook of the History of Global Economic Thought,Vincent Barnett,Routledge,2014-08-27,9781317644118,493,Business & Economics,4.0,1,en,9
How to Read Islamic Calligraphy,Maryam D. Ekhtiar,Metropolitan Museum of Art,2018-09-03,9781588396303,159,Art,3.0,1,en,5
Visual Journaling,"Barbara Ganim, Susan Fox",Quest Books,1999-10-01,9780835607773,180,Self-Help,4.0,2,en,2
An Atlas of Anatomy for Artists,"Fritz Schider, Max Auerbach, Adolf K. Placzek",Courier Corporation,1957-01-01,9780486202419,230,Art,3.0,2,en,6
Vanishing Acts,Jodi Picoult,Simon and Schuster,2005-03-15,9781416506706,434,Fiction,3.0,2,en,2
A Child Called It,"David J. Pelzer, Dave Pelzer","Health Communications, Inc.",,9781558743663,202,Biography & Autobiography,5.0,4,en,4
Jesus Research,"James H. Charlesworth, Brian Rhea, Petr Pokorny",Wm. B. Eerdmans Publishing,2014-01-23,9780802867285,1087,Bibles,4.0,1,en,2
